Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000250650	ENSG00000250650.1	116355244	116355375	5	RP11-492L8.1
ENSG00000250651	ENSG00000250651.1	103817882	103819394	4	PABPC1P7
ENSG00000250654	ENSG00000250654.3	54470622	54475687	12	RP11-834C11.7
ENSG00000250655	ENSG00000250655.1	97133430	97134251	4	RP11-61G24.1
ENSG00000250656	ENSG00000250656.2	68582093	68583106	4	ST3GAL1P1
ENSG00000250657	ENSG00000250657.1	43342892	43347617	4	RP11-1E6.1
ENSG00000250658	ENSG00000250658.1	188225237	188230836	4	RP11-138B4.1
ENSG00000250659	ENSG00000250659.2	62304784	62309490	11	RP11-864I4.3
ENSG00000250662	ENSG00000250662.1	14877776	14878028	5	HNRNPKP5
ENSG00000250665	ENSG00000250665.1	137047064	137060029	4	RP11-775H9.1
ENSG00000250666	ENSG00000250666.1	190802670	190806023	4	RP11-463J17.1
ENSG00000250667	ENSG00000250667.1	17495767	17495935	5	RP11-321E2.12
ENSG00000250668	ENSG00000250668.1	7347099	7348090	5	CTD-2296D1.2
ENSG00000250669	ENSG00000250669.1	66985861	66986265	5	RP11-83M16.3
ENSG00000250670	ENSG00000250670.1	105478117	105490034	4	AC004063.1
ENSG00000250672	ENSG00000250672.1	33090232	33090455	5	CTD-2017D15.1
ENSG00000250673	ENSG00000250673.1	147145709	147150208	4	RP11-6L6.2
ENSG00000250674	ENSG00000250674.1	178882416	178883096	5	RP11-798K23.1
ENSG00000250677	ENSG00000250677.1	84158456	84158597	4	RP11-576N17.2
ENSG00000250678	ENSG00000250678.1	118345755	118346237	5	CTB-161M19.1
ENSG00000250681	ENSG00000250681.1	3634756	3635702	4	RP3-368B9.2
ENSG00000250682	ENSG00000250682.1	101944860	102007263	5	LINC00491
ENSG00000250684	ENSG00000250684.4	103700545	103701134	8	KB-1042C11.1
ENSG00000250685	ENSG00000250685.3	84226164	84230659	16	RP11-486L19.2
ENSG00000250686	ENSG00000250686.2	62340138	62390954	6	RP1-240B8.3
ENSG00000250687	ENSG00000250687.2	69758071	69775042	5	RP11-497H16.7
ENSG00000250688	ENSG00000250688.1	22950686	22950742	14	TRAJ55
ENSG00000250692	ENSG00000250692.1	139227875	139235974	5	CTB-35F21.4
ENSG00000250693	ENSG00000250693.2	116549968	116550863	4	RPF2P2
ENSG00000250694	ENSG00000250694.1	24352418	24353552	5	CTD-2074D8.1
ENSG00000250696	ENSG00000250696.1	70047818	70082484	4	RP11-704M14.1
ENSG00000250697	ENSG00000250697.1	32925745	33298016	5	CTD-2066L21.3
ENSG00000250698	ENSG00000250698.1	141049169	141055719	4	RP11-392B6.1
ENSG00000250699	ENSG00000250699.1	117187078	117198754	11	AP000892.4
ENSG00000250703	ENSG00000250703.1	26670443	26670590	5	CTD-2533K21.1
ENSG00000250704	ENSG00000250704.1	150877360	150879724	4	RP11-423J7.1
ENSG00000250705	ENSG00000250705.1	87898598	87898935	5	CTC-470C15.1
ENSG00000250706	ENSG00000250706.1	153067537	153099725	4	RP11-18H21.2
ENSG00000250708	ENSG00000250708.1	174818403	174850676	4	RP11-161D15.1
ENSG00000250709	ENSG00000250709.1	36742931	36871979	13	CCDC169-SOHLH2
ENSG00000250710	ENSG00000250710.3	4158249	4159170	4	OR7E99P
ENSG00000250711	ENSG00000250711.1	42972726	42973194	5	CTD-2201E18.1
ENSG00000250712	ENSG00000250712.1	165931611	165933003	4	RP11-366M4.14
ENSG00000250714	ENSG00000250714.3	23082746	23088428	8	RP11-1149O23.4
ENSG00000250715	ENSG00000250715.1	17670277	17670680	5	RP11-432M8.19
ENSG00000250716	ENSG00000250716.1	3496343	3504118	5	RP11-121L11.2
ENSG00000250719	ENSG00000250719.1	46641158	46642150	1	RP11-322N21.2
ENSG00000250721	ENSG00000250721.1	124601221	124601344	5	HMGB1P22
ENSG00000250722	ENSG00000250722.1	42799982	42887494	5	SEPP1
ENSG00000250723	ENSG00000250723.1	33852213	33981558	4	RP11-79E3.2
ENSG00000250725	ENSG00000250725.2	166585502	166586823	4	RP11-511B7.1
ENSG00000250726	ENSG00000250726.1	184993556	184994192	4	RP11-616K6.1
ENSG00000250727	ENSG00000250727.1	125154129	125155753	8	RP11-959I15.1
ENSG00000250728	ENSG00000250728.1	110490942	110491850	5	AC010468.3
ENSG00000250730	ENSG00000250730.2	6289970	6290737	5	HMGB3P3
ENSG00000250731	ENSG00000250731.1	53982604	53983345	19	TPM3P6
ENSG00000250732	ENSG00000250732.1	64546954	64547611	5	RPEP1
ENSG00000250733	ENSG00000250733.3	140943416	140946190	8	C8orf17
ENSG00000250734	ENSG00000250734.2	151584514	151585839	1	RP11-404E16.1
ENSG00000250735	ENSG00000250735.1	76326405	76348233	4	RP11-567N4.3
ENSG00000250739	ENSG00000250739.1	190580759	190582640	4	RP11-462G22.1
ENSG00000250740	ENSG00000250740.1	106848217	106853879	4	RP11-710F7.2
ENSG00000250741	ENSG00000250741.2	18736811	18770830	2	NT5C1B-RDH14
ENSG00000250742	ENSG00000250742.1	54519882	54526627	12	RP11-834C11.4
ENSG00000250745	ENSG00000250745.1	9259850	9261442	4	USP17L20
ENSG00000250746	ENSG00000250746.1	165109463	165111519	4	RP11-39C10.1
ENSG00000250747	ENSG00000250747.1	72448243	72448765	5	RP11-232L2.1
ENSG00000250748	ENSG00000250748.2	65860600	66036152	12	RP11-230G5.2
ENSG00000250749	ENSG00000250749.1	179961184	179961642	5	RP11-451H23.1
ENSG00000250750	ENSG00000250750.1	97772218	97772583	3	OR5BM1P
ENSG00000250751	ENSG00000250751.1	47785696	47797422	17	RP11-613C6.2
ENSG00000250752	ENSG00000250752.2	6756400	6756990	8	GS1-24F4.1
ENSG00000250753	ENSG00000250753.2	49581850	49582206	4	RP11-241F15.10
ENSG00000250754	ENSG00000250754.1	185973050	186028402	4	RP11-386B13.3
ENSG00000250756	ENSG00000250756.1	32827946	32828054	7	RP11-225B17.1
ENSG00000250760	ENSG00000250760.1	175460340	175461406	4	RP11-440I14.4
ENSG00000250761	ENSG00000250761.2	7707915	7749879	5	RP11-711G10.1
ENSG00000250762	ENSG00000250762.1	167789136	167789486	1	RP1-313L4.4
ENSG00000250764	ENSG00000250764.1	32103551	32122047	5	CTD-2152M20.2
ENSG00000250765	ENSG00000250765.1	180756242	180769214	5	AC138035.1
ENSG00000250767	ENSG00000250767.1	33997149	33997829	5	RP11-1084J3.3
ENSG00000250768	ENSG00000250768.1	65296627	65298933	4	RP11-204H9.2
ENSG00000250769	ENSG00000250769.2	49509781	49510823	4	RP11-241F15.3
ENSG00000250770	ENSG00000250770.2	3405368	3409390	12	RP5-1063M23.1
ENSG00000250771	ENSG00000250771.2	154561320	154602332	4	RP11-153M7.3
ENSG00000250772	ENSG00000250772.1	120720244	120725670	4	RP11-236P13.1
ENSG00000250775	ENSG00000250775.1	64334419	64359996	4	RP11-12K22.1
ENSG00000250777	ENSG00000250777.1	138611631	138656131	4	RP13-884E18.4
ENSG00000250778	ENSG00000250778.1	76150928	76151391	7	AC004980.8
ENSG00000250781	ENSG00000250781.1	42283847	42393285	4	RP11-63A11.1
ENSG00000250782	ENSG00000250782.1	17634569	17635162	5	RP11-432M8.13
ENSG00000250786	ENSG00000250786.1	9546312	9550721	5	SNHG18
ENSG00000250787	ENSG00000250787.1	55677608	55677902	5	HMGN1P17
ENSG00000250788	ENSG00000250788.1	34317708	34319889	12	TUBB8P4
ENSG00000250790	ENSG00000250790.3	133488056	133489173	12	RP11-46H11.3
ENSG00000250791	ENSG00000250791.1	117410520	117436302	4	RP11-55L3.1
ENSG00000250794	ENSG00000250794.2	12278541	12282509	8	ALG1L12P
ENSG00000250796	ENSG00000250796.1	128588467	128588869	3	RP11-723O4.3
ENSG00000250799	ENSG00000250799.5	36290890	36304201	19	PRODH2
ENSG00000250801	ENSG00000250801.1	175399614	175412859	5	RP11-91H12.3
ENSG00000250802	ENSG00000250802.2	76382565	76462734	5	ZBED3-AS1
ENSG00000250803	ENSG00000250803.1	121493063	121518353	5	CTC-441N14.4
ENSG00000250804	ENSG00000250804.1	8983162	8984086	4	RP11-747H12.3
ENSG00000250806	ENSG00000250806.2	99989816	99993674	5	CTC-293G12.1
ENSG00000250807	ENSG00000250807.2	17585271	17585876	5	RP11-432M8.2
ENSG00000250808	ENSG00000250808.1	5396085	5396448	5	RP11-531A21.4
ENSG00000250812	ENSG00000250812.2	56085511	56086140	4	RP11-530I17.2
ENSG00000250813	ENSG00000250813.1	138222155	138222341	4	SERF1AP1
ENSG00000250814	ENSG00000250814.1	9854489	9890049	5	RP11-447B18.1
ENSG00000250815	ENSG00000250815.1	54793666	54794305	4	RP11-89B16.2
ENSG00000250816	ENSG00000250816.1	17202383	17203254	5	DCAF13P2
ENSG00000250819	ENSG00000250819.1	17173380	17187682	4	RP11-576E20.1
ENSG00000250820	ENSG00000250820.1	175333942	175385541	5	RP11-91H12.4
ENSG00000250821	ENSG00000250821.1	56686169	56703548	4	RP11-345F18.1
ENSG00000250822	ENSG00000250822.1	17379015	17387419	5	CTD-2139B15.4
ENSG00000250825	ENSG00000250825.1	96984796	96985543	15	PGAM1P12
ENSG00000250826	ENSG00000250826.2	83049688	83050809	4	HNRNPA3P13
ENSG00000250827	ENSG00000250827.1	51875389	51876940	5	CTD-2141G3.1
ENSG00000250828	ENSG00000250828.1	70303075	70306768	4	RP11-790I12.3
ENSG00000250829	ENSG00000250829.2	187812123	187813520	4	RP11-11N5.1
ENSG00000250830	ENSG00000250830.1	97738246	97738436	5	MRPS35P2
ENSG00000250831	ENSG00000250831.1	88762354	88765856	5	CTD-2232E5.2
ENSG00000250833	ENSG00000250833.1	30642635	30646294	10	DNM1P17
ENSG00000250834	ENSG00000250834.1	136292332	136293079	4	KRT18P54
ENSG00000250835	ENSG00000250835.1	143238391	143238699	4	LSM3P4
ENSG00000250838	ENSG00000250838.1	47072628	47074854	17	RP11-501C14.5
ENSG00000250839	ENSG00000250839.1	179990591	179990748	4	RP11-296L20.1
ENSG00000250842	ENSG00000250842.1	144717495	144761233	5	CTC-806A22.1
ENSG00000250844	ENSG00000250844.1	9250356	9251948	4	USP17L18
ENSG00000250846	ENSG00000250846.2	66535679	66563747	4	RP11-807H7.1
ENSG00000250847	ENSG00000250847.1	120531675	120531905	5	CTD-2020P22.1
ENSG00000250848	ENSG00000250848.1	288948	290436	5	CTD-2083E4.5
ENSG00000250850	ENSG00000250850.2	37002694	37008037	9	RP11-297B17.3
ENSG00000250852	ENSG00000250852.2	131975976	132022250	2	AC131180.1
ENSG00000250853	ENSG00000250853.1	54825984	54826529	5	RNF138P1
ENSG00000250855	ENSG00000250855.1	112723957	112761042	4	RP11-269F21.1
ENSG00000250857	ENSG00000250857.3	47703687	47704686	8	TRIM60P15
ENSG00000250858	ENSG00000250858.1	27586767	27587766	4	IGBP1P5
ENSG00000250859	ENSG00000250859.1	126847156	126848534	5	HNRNPKP1
ENSG00000250860	ENSG00000250860.1	42466995	42468402	5	CTD-2265D6.2
ENSG00000250862	ENSG00000250862.1	123556272	123556770	5	HMGB1P29
ENSG00000250863	ENSG00000250863.1	43982023	43983637	4	RP11-663P9.1
ENSG00000250865	ENSG00000250865.1	136713539	136727059	4	RP11-780O17.1
ENSG00000250866	ENSG00000250866.1	5142251	5176327	5	CTD-2297D10.1
ENSG00000250867	ENSG00000250867.2	69528819	69530000	5	RP11-1415C14.2
ENSG00000250868	ENSG00000250868.2	19880862	19889280	Y	AC007742.7
ENSG00000250869	ENSG00000250869.1	68045789	68048146	8	RP11-453N18.1
ENSG00000250874	ENSG00000250874.1	84959050	84960502	5	CTC-480C2.1
ENSG00000250877	ENSG00000250877.1	73188745	73196468	4	RP11-373J21.1
ENSG00000250878	ENSG00000250878.3	103532449	103548383	13	METTL21EP
ENSG00000250882	ENSG00000250882.1	111509267	111511245	5	CTC-459M5.1
ENSG00000250884	ENSG00000250884.1	9485365	9486349	4	OR7E85P
ENSG00000250885	ENSG00000250885.1	32646670	32652082	5	CTD-2004A9.1
ENSG00000250886	ENSG00000250886.1	35081325	35082094	5	CTD-2046J7.1
ENSG00000250887	ENSG00000250887.1	165928238	165929111	4	RP11-366M4.13
ENSG00000250888	ENSG00000250888.1	79232402	79263449	5	RP11-168A11.1
ENSG00000250889	ENSG00000250889.2	74343544	74348668	5	RP11-229C3.2
ENSG00000250890	ENSG00000250890.1	94391588	94391744	1	RP5-837O21.8
ENSG00000250891	ENSG00000250891.1	117803851	117897812	5	CTD-2281M20.1
ENSG00000250892	ENSG00000250892.1	195198	198798	4	RP11-1365D11.1
ENSG00000250893	ENSG00000250893.1	40428136	40429602	4	RP11-588L15.2
ENSG00000250894	ENSG00000250894.1	13012966	13015755	1	RP11-450I1.4
ENSG00000250895	ENSG00000250895.1	118988218	118988695	5	CTD-2158P22.4
ENSG00000250896	ENSG00000250896.1	11373599	11374516	4	RNPS1P1
ENSG00000250897	ENSG00000250897.2	95117091	95117664	4	HMGB3P15
ENSG00000250899	ENSG00000250899.3	3150603	3154116	12	RP11-253E3.3
ENSG00000250900	ENSG00000250900.2	180622496	180630103	5	CTC-338M12.6
ENSG00000250902	ENSG00000250902.1	146435767	146438270	4	SMAD1-AS1
ENSG00000250903	ENSG00000250903.4	2245982	2482256	6	GMDS-AS1
ENSG00000250905	ENSG00000250905.1	150587209	150632301	4	RP11-707F2.1
ENSG00000250906	ENSG00000250906.1	40814796	40828168	4	RP11-632F7.3
ENSG00000250908	ENSG00000250908.1	94239774	94240937	4	RP11-703C10.1
ENSG00000250909	ENSG00000250909.1	175774944	175780587	5	RP11-843P14.2
ENSG00000250910	ENSG00000250910.3	156197841	156302498	4	AC097467.2
ENSG00000250913	ENSG00000250913.2	9274090	9274640	4	USP17L23
ENSG00000250914	ENSG00000250914.1	33970968	33972733	5	RP11-1084J3.1
ENSG00000250915	ENSG00000250915.1	8747123	8747759	4	RP11-1338A24.1
ENSG00000250917	ENSG00000250917.1	32822646	32868979	20	RP4-785G19.5
ENSG00000250918	ENSG00000250918.2	69825198	69826377	5	RP11-497H16.4
ENSG00000250919	ENSG00000250919.1	69893549	69910296	4	RP11-813N20.3
ENSG00000250920	ENSG00000250920.1	104472084	104480284	4	RP11-297P16.4
ENSG00000250921	ENSG00000250921.1	4135795	4143761	5	CTD-2008N3.1
ENSG00000250922	ENSG00000250922.1	106453632	106453787	4	ATP5EP1
ENSG00000250923	ENSG00000250923.1	57832889	57833087	7	RP11-548K12.8
ENSG00000250927	ENSG00000250927.1	28824866	28825833	4	MESTP3
ENSG00000250928	ENSG00000250928.1	118347166	118347751	5	CTB-161M19.2
ENSG00000250929	ENSG00000250929.2	104133260	104145194	8	KB-1639H6.4
ENSG00000250930	ENSG00000250930.1	54362567	54415745	4	LNX1-AS1
ENSG00000250933	ENSG00000250933.1	3977649	3978615	18	GAPDHP66
ENSG00000250934	ENSG00000250934.1	125985639	126010122	3	RP11-71E19.1
ENSG00000250938	ENSG00000250938.1	120988113	121337921	4	RP11-679C8.2
ENSG00000250939	ENSG00000250939.2	12892158	12892359	3	AC034198.7
ENSG00000250940	ENSG00000250940.1	4088365	4088541	4	RP11-489M13.3
ENSG00000250942	ENSG00000250942.1	9678932	9679558	4	ENPP7P11
ENSG00000250945	ENSG00000250945.1	127964585	127998917	4	RP11-810P8.1
ENSG00000250946	ENSG00000250946.2	89553250	89560090	11	RP11-358N4.6
ENSG00000250947	ENSG00000250947.1	135639445	135651788	5	TRPC7-AS2
ENSG00000250948	ENSG00000250948.1	47452742	47457456	17	RP11-1079K10.2
ENSG00000250949	ENSG00000250949.1	116366896	116374265	5	RP11-492L8.2
ENSG00000250950	ENSG00000250950.1	120377505	120378432	4	RP11-33B1.3
ENSG00000250951	ENSG00000250951.1	20702866	20706014	Y	USP9YP1
ENSG00000250954	ENSG00000250954.1	33777969	34041515	4	RP11-79E3.3
ENSG00000250955	ENSG00000250955.1	95300703	95322015	5	AC008592.7
ENSG00000250956	ENSG00000250956.1	126515448	126515592	5	CTB-88F18.3
ENSG00000250957	ENSG00000250957.1	175056206	175075788	4	RP11-248N22.1
ENSG00000250958	ENSG00000250958.1	101917072	101953293	5	LINC00492
ENSG00000250959	ENSG00000250959.2	75490320	75497069	10	GLUD1P3
ENSG00000250961	ENSG00000250961.1	56690887	56829251	5	CTD-2023N9.1
ENSG00000250962	ENSG00000250962.1	89497339	89498323	8	RP11-69I13.1
ENSG00000250966	ENSG00000250966.2	113486144	113486554	4	RP11-402J6.3
ENSG00000250968	ENSG00000250968.1	171663620	171664869	4	RP11-322J23.1
ENSG00000250969	ENSG00000250969.1	144207446	144251011	4	RP11-364L4.3
ENSG00000250971	ENSG00000250971.1	187981253	187982084	4	RP11-696F12.1
ENSG00000250972	ENSG00000250972.1	143818769	143819041	5	CKS1BP5
ENSG00000250973	ENSG00000250973.1	31728833	31729203	21	KRTAP13-6P
ENSG00000250974	ENSG00000250974.1	6933783	7190925	5	RP11-122F24.1
ENSG00000250976	ENSG00000250976.1	48640564	48641144	17	RP11-94C24.11
ENSG00000250977	ENSG00000250977.1	139585879	139586723	4	RP11-173E2.2
ENSG00000250978	ENSG00000250978.1	66759637	66771420	5	RP11-357D18.1
ENSG00000250979	ENSG00000250979.1	73114986	73163800	8	RP11-656G20.1
ENSG00000250980	ENSG00000250980.1	153717215	153717983	4	RP11-529H22.1
ENSG00000250981	ENSG00000250981.1	16129287	16141711	5	RP11-19O2.1
ENSG00000250982	ENSG00000250982.2	28251014	28251989	16	RP11-159J3.1
ENSG00000250983	ENSG00000250983.1	133264915	133265116	3	RP11-91K8.2
ENSG00000250984	ENSG00000250984.1	29796045	29796375	5	CTD-2011G17.1
ENSG00000250986	ENSG00000250986.1	3760475	3765117	4	AC141928.1
ENSG00000250988	ENSG00000250988.3	83419316	83425958	15	RP11-752G15.6
ENSG00000250989	ENSG00000250989.1	38543101	38543443	9	RP11-392E22.5
ENSG00000250990	ENSG00000250990.1	76875657	76887440	7	AC073635.5
ENSG00000250992	ENSG00000250992.1	175467747	175469881	5	RP11-826N14.1
ENSG00000250993	ENSG00000250993.1	180310288	180386459	4	RP11-404J23.1
ENSG00000250994	ENSG00000250994.1	133772402	133828210	5	AC005355.1
ENSG00000250995	ENSG00000250995.1	117903759	117904820	X	RP13-128O4.3
ENSG00000250997	ENSG00000250997.1	161442981	161443463	4	RP11-502M1.1
ENSG00000250999	ENSG00000250999.1	179084763	179091433	5	RP11-1379J22.5
ENSG00000251000	ENSG00000251000.1	95170128	95170750	5	AC008592.3
ENSG00000251001	ENSG00000251001.1	80293002	80293866	5	CTD-2193P3.1
ENSG00000251002	ENSG00000251002.3	22849083	22951948	14	AE000661.37
ENSG00000251003	ENSG00000251003.3	106792474	107072752	8	RP11-152P17.2
ENSG00000251005	ENSG00000251005.1	127027294	127028078	4	RP11-318I4.2
ENSG00000251007	ENSG00000251007.2	69510769	69511950	5	RP11-1415C14.1
ENSG00000251008	ENSG00000251008.1	187092017	187092411	4	ORAOV1P1
ENSG00000251009	ENSG00000251009.2	25866503	25871172	4	RP13-494C23.1
ENSG00000251010	ENSG00000251010.1	147162958	147164821	4	RP11-6L6.7
ENSG00000251011	ENSG00000251011.1	132964950	132976032	3	RP11-402L6.1
ENSG00000251012	ENSG00000251012.1	118866222	118906654	3	RP11-484M3.5
ENSG00000251013	ENSG00000251013.1	101562952	101563941	8	GAPDHP62
ENSG00000251014	ENSG00000251014.1	111882670	111883202	5	RP11-159K7.1
ENSG00000251015	ENSG00000251015.1	45992297	45994506	13	SLC25A30-AS1
ENSG00000251017	ENSG00000251017.1	74951712	74952389	4	RP11-629B11.4
ENSG00000251018	ENSG00000251018.2	162910071	162921064	5	RP11-80G7.1
ENSG00000251019	ENSG00000251019.1	79570108	79570396	4	HIGD1AP13
ENSG00000251022	ENSG00000251022.2	83814162	83822113	4	THAP9-AS1
ENSG00000251023	ENSG00000251023.1	93196375	93199531	5	RP11-549J18.1
ENSG00000251024	ENSG00000251024.1	146998998	147029309	4	RP11-203B7.1
ENSG00000251025	ENSG00000251025.1	181494617	181495180	4	RP11-751A18.1
ENSG00000251026	ENSG00000251026.1	103415612	103441104	5	RP11-138J23.1
ENSG00000251027	ENSG00000251027.1	106150898	106346715	5	CTC-254B4.1
ENSG00000251031	ENSG00000251031.1	144602173	144608545	5	CTC-367F4.1
ENSG00000251032	ENSG00000251032.1	127120310	127122734	5	RP11-483H11.1
ENSG00000251033	ENSG00000251033.1	26711660	26750106	5	CTD-2533K21.4
ENSG00000251034	ENSG00000251034.1	22398358	22402918	8	RP11-582J16.4
ENSG00000251035	ENSG00000251035.1	180805696	180806039	5	WBP1LP4
ENSG00000251038	ENSG00000251038.1	11951108	11952239	3	AC090958.5
ENSG00000251039	ENSG00000251039.2	89890601	89891307	2	IGKV2D-40
ENSG00000251040	ENSG00000251040.1	52910971	52913120	4	RP11-535C7.1
ENSG00000251041	ENSG00000251041.1	73617456	73635977	5	CTD-2275D24.1
ENSG00000251044	ENSG00000251044.1	67670593	67670955	5	CTD-2582M21.1
ENSG00000251045	ENSG00000251045.1	134984273	134989624	5	CTC-321K16.4
ENSG00000251046	ENSG00000251046.2	111337054	111339660	4	ZNF969P
ENSG00000251048	ENSG00000251048.1	18489685	18491131	4	RP11-608B3.1
ENSG00000251049	ENSG00000251049.2	58462106	58472038	4	RP11-685F15.1
ENSG00000251050	ENSG00000251050.1	79315432	79315743	5	RP11-168A11.4
ENSG00000251051	ENSG00000251051.1	133288941	133289634	4	ELL2P2
ENSG00000251054	ENSG00000251054.1	96559075	96563661	5	CTD-2215E18.3
ENSG00000251055	ENSG00000251055.2	63994029	64009599	4	RP11-257A22.1
ENSG00000251056	ENSG00000251056.1	49504162	49508039	4	ANKRD20A17P
ENSG00000251058	ENSG00000251058.1	140179842	140181667	3	RP11-68L1.1
ENSG00000251059	ENSG00000251059.1	82086094	82114549	4	RP11-100N20.1
ENSG00000251061	ENSG00000251061.2	171264240	171293462	4	RP11-789C1.2
ENSG00000251062	ENSG00000251062.1	32888096	32888251	5	CTD-2218G20.1
ENSG00000251066	ENSG00000251066.1	84845227	84845770	5	CTC-534B23.1
ENSG00000251070	ENSG00000251070.1	48187416	48199256	10	BMS1P6
ENSG00000251072	ENSG00000251072.2	126087655	126112178	5	RP11-434D11.4
ENSG00000251073	ENSG00000251073.1	159103977	159104545	4	NUDT19P5
ENSG00000251074	ENSG00000251074.1	69492565	69494617	4	RP11-1267H10.3
ENSG00000251075	ENSG00000251075.1	3065198	3076241	4	HTT-AS
ENSG00000251076	ENSG00000251076.1	111563980	111593006	5	RP11-526F3.1
ENSG00000251078	ENSG00000251078.1	75048395	75049304	5	SLC25A5P9
ENSG00000251079	ENSG00000251079.2	47228366	47241942	10	BMS1P2
ENSG00000251080	ENSG00000251080.1	27135618	27141673	4	RP11-415C15.1
ENSG00000251081	ENSG00000251081.1	108179857	108223027	4	RP11-713M6.2
ENSG00000251085	ENSG00000251085.1	48292055	48292781	17	RP11-893F2.6
ENSG00000251087	ENSG00000251087.2	9705374	9712436	4	ALG1L3P
ENSG00000251088	ENSG00000251088.1	97952495	98176742	3	RP11-325B23.2
ENSG00000251090	ENSG00000251090.1	97823598	97824516	3	OR5AC4P
ENSG00000251093	ENSG00000251093.1	90522292	90522888	5	RP11-414H23.3
ENSG00000251095	ENSG00000251095.2	90472507	90647654	4	RP11-115D19.1
ENSG00000251099	ENSG00000251099.2	110907933	110908095	5	CTD-2367A17.1
ENSG00000251101	ENSG00000251101.1	69481111	69481855	4	RP11-1267H10.1
ENSG00000251102	ENSG00000251102.1	97912045	97912964	5	CTBP2P4
ENSG00000251105	ENSG00000251105.1	54942792	54943015	4	RP11-571I18.2
ENSG00000251106	ENSG00000251106.1	46844212	46844752	13	FAM206BP
ENSG00000251107	ENSG00000251107.1	75576781	75577092	5	RP11-466P24.4
ENSG00000251108	ENSG00000251108.1	71713316	71714162	5	YBX1P5
ENSG00000251111	ENSG00000251111.2	56217979	56218575	4	FCF1P8
ENSG00000251112	ENSG00000251112.2	12794212	12794843	5	RP11-419C19.3
ENSG00000251113	ENSG00000251113.2	29467323	29469472	4	RP11-68D16.2
ENSG00000251118	ENSG00000251118.1	115106283	115106686	5	CTC-505O3.1
ENSG00000251122	ENSG00000251122.1	174350093	174350948	5	NIFKP2
ENSG00000251123	ENSG00000251123.1	163905947	163906568	4	RP11-580J4.1
ENSG00000251125	ENSG00000251125.1	50746992	50757923	5	CTD-2335O3.3
ENSG00000251126	ENSG00000251126.2	113801454	113803486	4	RP11-119H12.6
ENSG00000251127	ENSG00000251127.2	62671653	62678528	8	RP11-280G9.1
ENSG00000251128	ENSG00000251128.1	184154781	184161787	4	WWC2-AS1
ENSG00000251129	ENSG00000251129.1	31999019	32157028	4	RP11-734I18.1
ENSG00000251131	ENSG00000251131.1	43018531	43024349	5	CTD-2035E11.3
ENSG00000251132	ENSG00000251132.1	114366970	114367591	5	RP11-438C19.2
ENSG00000251135	ENSG00000251135.2	120375785	120379727	5	AC008565.1
ENSG00000251136	ENSG00000251136.4	90621638	90769955	8	RP11-37B2.1
ENSG00000251137	ENSG00000251137.1	138800496	138801219	3	RPL7L1P7
ENSG00000251138	ENSG00000251138.2	74526946	74796315	12	RP11-81H3.2
ENSG00000251139	ENSG00000251139.1	185734773	185742443	4	RP11-701P16.2
ENSG00000251141	ENSG00000251141.1	44745002	44808879	5	RP11-53O19.1
ENSG00000251142	ENSG00000251142.1	58152616	58153100	8	RP11-513O17.1
ENSG00000251143	ENSG00000251143.1	71725337	71731956	11	RP11-849H4.4
ENSG00000251144	ENSG00000251144.1	174247030	174253327	5	CTD-2532K18.2
ENSG00000251147	ENSG00000251147.1	185832043	185832506	4	RP11-701P16.3
ENSG00000251148	ENSG00000251148.1	2297311	2320816	4	RP11-478C1.7
ENSG00000251149	ENSG00000251149.1	102893580	102893955	4	MTND5P5
ENSG00000251151	ENSG00000251151.2	54375293	54379303	12	HOXC-AS3
ENSG00000251152	ENSG00000251152.1	11470874	11479820	4	RP11-281P23.1
ENSG00000251154	ENSG00000251154.1	90099101	90118278	7	AC006153.3
ENSG00000251155	ENSG00000251155.2	119561828	119562013	4	RP11-384K6.4
ENSG00000251158	ENSG00000251158.1	69194694	69199025	5	RP11-98J23.1
ENSG00000251159	ENSG00000251159.1	44535632	44535897	4	RP11-500G9.1
ENSG00000251161	ENSG00000251161.2	41199009	41201540	15	RP11-540O11.1
ENSG00000251162	ENSG00000251162.1	165518871	165519128	4	RP11-75A5.1
ENSG00000251163	ENSG00000251163.1	42897364	42897934	5	CTD-2325A15.2
ENSG00000251164	ENSG00000251164.1	8652370	8654079	6	HULC
ENSG00000251165	ENSG00000251165.1	187207248	187422151	4	F11-AS1
ENSG00000251166	ENSG00000251166.1	3891083	3891976	4	OR7E163P
ENSG00000251168	ENSG00000251168.1	7924405	7925511	5	CTD-2072I24.1
ENSG00000251169	ENSG00000251169.2	133842243	133844920	5	AC005355.2
ENSG00000251170	ENSG00000251170.1	105151537	105332192	4	RP11-729M20.1
ENSG00000251171	ENSG00000251171.1	170122945	170141500	4	RP11-327O17.2
ENSG00000251172	ENSG00000251172.1	97200021	97200350	3	RP11-529P9.1
ENSG00000251173	ENSG00000251173.1	41222091	41258744	4	UCHL1-AS1
ENSG00000251174	ENSG00000251174.1	176415765	176417151	4	TSEN2P1
ENSG00000251175	ENSG00000251175.1	106667402	106748329	4	RP11-45L9.1
ENSG00000251176	ENSG00000251176.1	172474151	172485418	4	RP11-97E7.1
ENSG00000251177	ENSG00000251177.2	70438109	70451245	4	RP11-401E5.2
ENSG00000251178	ENSG00000251178.1	129753396	129754382	3	OR7E21P
