Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	FPKM	Gene name
6	72318678	72345184	23.5309	USP39
9	108347853	108392545	32.2242	USP4
1	87945119	88008551	11.0953	USP40
5	143710325	143732280	6.02387	USP42
11	67854523	67922153	0.0	USP43
10	93831555	93858088	0.0613476	USP44
4	21767156	21837872	5.36551	USP45
5	73998453	74068431	2.7991200000000003	USP46
7	112023504	112111661	34.2674	USP47
4	137593755	137658537	22.3167	USP48
17	47630690	47686738	2.66279	USP49
6	124815019	124829484	38.049	USP5
2	126709096	126783470	0.0912235	USP50
X	153006469	153009416	0.0	USP51
3	122931493	122984510	0.637034	USP53
14	20548912	20641063	3.19116	USP54
2	6322667	6446390	2.96733	USP6NL
16	8689595	8792308	31.6663	USP7
2	126707328	126759297	38.7528	USP8
X	13071498	13173328	38.7376	USP9X
Y	1298961	1459782	0.0	USP9Y
5	149184350	149215434	16.2828	USPL1
10	8204756	8518825	0.028360400000000004	UST
7	139943789	139945112	0.0	UTF1
X	48256862	48282453	8.08617	UTP14A
1	78658038	78671512	4.36945	UTP14B
13	98246845	98263041	6.98808	UTP15
11	93859243	93885766	14.1529	UTP18
10	88746607	88826804	5.13101	UTP20
15	51877429	51884614	6.2817300000000005	UTP23
5	88554462	88556090	40.954	UTP3
11	79932321	79962390	25.6066	UTP6
10	12382188	12869365	15.8958	UTRN
4	150997097	151001810	0.0	UTS2
16	27353322	27370239	0.0	UTS2B
11	121160271	121161973	0.0	UTS2R
Y	1096861	1245759	13.2262	UTY
7	98885021	99141141	16.8158	UVRAG
5	33378549	33419754	8.115219999999999	UVSSA
1	43746966	43827800	21.3471	UXS1
X	20941722	20962017	11.0981	UXT
6	90202786	90205866	0.0	V1RA8
7	24001691	24005057	0.0	V1RD19
8	110618585	110720398	8.46233	VAC14
6	125215551	125245964	2.69932	VAMP1
11	69088490	69092384	6.3374	VAMP2
4	151047300	151057963	28.3105	VAMP3
1	162570515	162599084	4.09973	VAMP4
6	72368794	72380468	4.1238	VAMP5
6	72385223	72390703	228.013	VAMP8
3	102153583	102204693	0.807722	VANGL1
1	172000960	172028444	0.12461900000000001	VANGL2
17	65578327	65613555	61.5143	VAPA
2	173737511	173784339	10.0801	VAPB
17	35000987	35016322	18.0861	VARS
17	35655634	35667592	5.5006	VARS2
12	86678700	86692091	3.9695300000000002	VASH1
1	190947646	190979296	0.164211	VASH2
16	4639941	4650802	3.21746	VASN
7	19256929	19271817	85.8416	VASP
11	101458745	101466230	93.9057	VAT1
8	114205612	114374071	0.0	VAT1L
18	36801866	36802008	56.8515	VAULTRC5
17	57279100	57328031	47.2513	VAV1
2	27262104	27427033	1.4414799999999999	VAV2
3	109340653	109685698	0.0813956	VAV3
19	59166187	59170056	0.0	VAX1
6	83711264	83738313	0.0	VAX2
6	83692806	83712201	0.0	VAX2OS
X	75514299	75534942	25.6765	VBP1
3	116109949	116129688	0.0	VCAM1
13	89655312	89742509	4.4748	VCAN
14	20929398	21033676	51.7396	VCL
4	42979963	43000507	130.89600000000002	VCP
1	9718622	9748382	21.6223	VCPIP1
12	69577628	69583110	5.1824900000000005	VCPKMT
11	52360860	52389397	41.0664	VDAC1
14	21825238	21845879	100.104	VDAC2
8	22577075	22593813	54.6527	VDAC3
15	97854425	97910630	0.174311	VDR
17	46016993	46032369	24.5431	VEGFA
19	6982473	6987651	10.6928	VEGFB
8	54077606	54187096	12.1518	VEGFC
3	66053558	66296837	0.252282	VEPH1
11	88068279	88084729	41.4989	VEZF1
10	93939165	94035817	4.0969	VEZT
5	137026392	137033351	0.0	VGF
X	57088106	57106540	0.0	VGLL1
10	52022502	52028471	0.0	VGLL2
16	65815257	65866368	0.0	VGLL3
6	114860628	114969994	23.8694	VGLL4
6	113623959	113631633	12.925	VHL
1	74409376	74435559	0.0690629	VIL1
9	119052778	119071525	4.0087	VILL
2	13573927	13582826	184.41299999999998	VIM
10	5639218	5647617	0.0	VIP
12	87238868	87266256	30.2375	VIPAS39
9	121642716	121672954	0.030853600000000002	VIPR1
12	116077726	116146261	0.171987	VIPR2
17	78508064	78627408	0.0	VIT
7	127893063	127895617	60.8916	VKORC1
5	129941970	129986692	9.66164	VKORC1L1
19	27216484	27254231	0.22544	VLDLR
X	71815924	71839757	9.61121	VMA21
17	56713936	56718022	6.11103	VMAC
13	22441272	22442164	0.0	VMN1R-PS103
7	20356798	20357760	0.0	VMN1R-PS79
1	182154704	182164486	0.0	VMN1R1
6	57109454	57115035	0.0	VMN1R10
7	20417942	20418865	0.0	VMN1R100
7	20441670	20442593	0.0	VMN1R101
7	20509617	20510534	0.0	VMN1R103
7	20533837	20534760	0.0	VMN1R104
6	57133455	57139617	0.0	VMN1R11
7	20702296	20703216	0.0	VMN1R111
7	20771185	20772078	0.0	VMN1R112
7	20787285	20788208	0.0	VMN1R113
7	20811221	20812186	0.0	VMN1R114
7	20844098	20844985	0.0	VMN1R115
7	20872256	20873179	0.0	VMN1R116
7	20883198	20884121	0.0	VMN1R117
7	20911427	20912347	0.0	VMN1R118
7	21011532	21012455	0.0	VMN1R119
6	57156919	57165329	0.0	VMN1R12
7	21052867	21053784	0.0	VMN1R120
7	21097569	21098513	0.0	VMN1R121
7	21133211	21134128	0.0	VMN1R122
7	21162185	21163108	0.0	VMN1R123
7	21259694	21260617	0.0	VMN1R124
7	21272179	21273102	0.0	VMN1R125
7	21300502	21301467	0.0	VMN1R126
7	21318944	21319861	0.0	VMN1R127
7	21349373	21350296	0.0	VMN1R128
7	21360368	21361291	0.0	VMN1R129
6	57203290	57214799	0.0	VMN1R13
7	21511780	21512703	0.0	VMN1R130
7	21614092	21614985	0.0	VMN1R132
7	21832351	21833274	0.0	VMN1R135
7	21994587	21995510	0.0	VMN1R137
7	22027977	22028897	0.0	VMN1R138
7	22069057	22097907	0.0	VMN1R139
6	57231686	57240885	0.0	VMN1R14
7	22163118	22164035	0.0	VMN1R142
7	22189377	22190300	0.0	VMN1R143
7	22413583	22414506	0.0	VMN1R148
7	22437306	22438229	0.0	VMN1R149
6	57257952	57259972	0.0	VMN1R15
7	22498761	22499678	0.0	VMN1R151
7	22658018	22658941	0.0	VMN1R155
7	22761697	22762590	0.0	VMN1R157
7	22789859	22790782	0.0	VMN1R158
7	22842688	22843605	0.0	VMN1R159
6	57318052	57329494	0.0	VMN1R16
7	22871224	22872147	0.0	VMN1R160
7	23217332	23218255	0.0	VMN1R165
7	23503646	23507206	0.0	VMN1R167
7	23539732	23547448	0.0	VMN1R168
7	23575526	23578849	0.0	VMN1R169
6	57359239	57363727	0.0	VMN1R17
7	23606175	23607089	0.0	VMN1R170
7	23630722	23634370	0.0	VMN1R171
7	23658316	23668447	0.0	VMN1R172
7	23700703	23711009	0.0	VMN1R173
7	23752270	23762403	0.0	VMN1R174
7	23807182	23810643	0.0	VMN1R175
7	23833840	23837372	0.0	VMN1R176
7	23865520	23866449	0.0	VMN1R177
7	23892009	23895622	0.0	VMN1R178
7	23926978	23936245	0.0	VMN1R179
6	57376660	57395783	0.0	VMN1R18
7	23950632	23955691	0.0	VMN1R180
7	23974615	23988139	0.0	VMN1R181
7	24053254	24063554	0.11283299999999999	VMN1R183
7	26260334	26270619	0.0	VMN1R184
7	26607636	26618464	0.0	VMN1R185
13	22084440	22095916	0.0	VMN1R188
13	22099762	22105824	0.0	VMN1R189
6	57403780	57406034	0.0	VMN1R19
13	22173220	22183969	0.0	VMN1R191
13	22183997	22191141	0.0	VMN1R192
13	22213672	22223160	0.0	VMN1R193
13	22244215	22245105	0.0	VMN1R194
13	22270522	22281230	0.0	VMN1R195
13	22289920	22298360	0.0	VMN1R196
13	22324589	22332866	0.0	VMN1R197
13	22350364	22360301	0.0	VMN1R198
13	22379818	22388102	0.0	VMN1R199
4	3167320	3173006	0.0	VMN1R2
6	57428930	57435261	0.0	VMN1R20
13	22390373	22400052	0.0	VMN1R200
13	22471923	22478701	0.0	VMN1R201
13	22497750	22505381	0.0	VMN1R202
13	22518114	22531992	0.0	VMN1R203
13	22553198	22558200	0.0	VMN1R204
13	22591900	22593000	0.0	VMN1R205
13	22617456	22624251	0.0	VMN1R206
13	22722717	22729629	0.0	VMN1R207-PS
13	22771474	22777400	0.0	VMN1R208
13	22800629	22809682	0.0	VMN1R209
6	57842830	57850343	0.582029	VMN1R21
13	22825875	22831348	0.0	VMN1R210
13	22847426	22857561	0.0	VMN1R211
13	22883042	22884205	0.0	VMN1R212
13	23007656	23014482	0.0	VMN1R213
13	23030418	23037957	0.0	VMN1R214
13	23068025	23078006	0.0	VMN1R215
13	23099071	23100129	0.0	VMN1R216
13	23096976	23108732	0.0	VMN1R216
13	23105100	23118226	0.0	VMN1R217
13	23133155	23146112	0.0	VMN1R218
13	23159312	23168154	0.0	VMN1R219
6	57898126	57908028	0.0	VMN1R22
13	23178514	23187975	0.0	VMN1R220
13	23214127	23222913	0.0	VMN1R221
13	23230836	23235947	0.0	VMN1R222
13	23247134	23253906	0.0	VMN1R223
17	20414146	20425343	0.0	VMN1R224
17	20498158	20506148	0.0	VMN1R225
17	20682843	20692671	0.0	VMN1R226
17	20729843	20739150	0.0	VMN1R227
17	20774984	20786157	0.0	VMN1R228
17	20811555	20823627	0.0	VMN1R229
6	57925842	57926838	0.0	VMN1R23
17	20840444	20852857	0.0	VMN1R230
17	20889183	20905091	0.0	VMN1R231
17	20913163	20919714	0.0	VMN1R232
17	20989747	20996464	0.0	VMN1R233
17	21226087	21235467	0.0	VMN1R234
17	21256411	21262881	0.0	VMN1R235
17	21282942	21294007	0.0	VMN1R236
17	21311865	21314912	0.0	VMN1R237
18	3122492	3123412	0.0	VMN1R238
6	57954707	57961503	0.0	VMN1R24
6	57978299	57980810	0.0	VMN1R25
6	58004934	58015159	0.0	VMN1R26
6	58213091	58218821	0.0	VMN1R27
6	58262037	58275639	0.0	VMN1R28
6	58301549	58311685	0.0	VMN1R29
4	3184348	3185358	0.0	VMN1R3
6	58434159	58443385	0.0	VMN1R30
6	58470941	58475330	0.0	VMN1R31
6	66552180	66560096	0.038261199999999995	VMN1R32
6	66610543	66618282	0.0	VMN1R33
6	66635936	66643879	0.0	VMN1R34
6	66678070	66685906	0.0	VMN1R35
6	66715257	66719168	0.0	VMN1R36
6	66729382	66733039	0.0	VMN1R37
6	66774003	66782627	0.0	VMN1R38
6	66803297	66810609	0.0	VMN1R39
6	56924015	56958100	0.0	VMN1R4
6	89707540	89716657	0.0	VMN1R40
6	89740766	89747645	0.0	VMN1R41
6	89842573	89876413	0.0	VMN1R42
6	89858934	89876413	0.0	VMN1R43
6	89883660	89894888	0.0	VMN1R44
6	89931649	89940598	0.0	VMN1R45
6	89969313	89986721	0.0	VMN1R46
6	90016147	90027477	0.0	VMN1R47
6	90035933	90036841	0.0	VMN1R48
6	90071893	90078506	0.0	VMN1R49
6	56970273	56988390	0.0	VMN1R5
6	90101430	90109109	0.0	VMN1R50
6	90122596	90132264	0.0	VMN1R51
6	90174808	90181248	0.0	VMN1R52
6	90223317	90224438	0.0	VMN1R53
6	90246300	90271213	0.0	VMN1R54
7	5129291	5149670	0.0	VMN1R55
7	5194916	5196747	0.0	VMN1R56
7	5218493	5221736	0.0	VMN1R57
7	5401681	5413396	2.91325	VMN1R58
7	5450208	5456774	0.0	VMN1R59
6	56997243	57009825	0.0	VMN1R6
7	5539346	5547317	0.0	VMN1R60
7	5601647	5613295	0.0	VMN1R61
7	5673631	5676663	0.0	VMN1R62
7	5802345	5805445	0.0	VMN1R63
7	5883580	5884542	0.0	VMN1R64
7	6007750	6011010	0.0693087	VMN1R65
7	10272991	10278006	0.0	VMN1R66
7	10443331	10449202	0.0	VMN1R67
7	10507398	10558485	0.0	VMN1R68
7	10578930	10613659	0.0	VMN1R69
6	57024106	57025324	0.0	VMN1R7
7	10631532	10636530	0.0	VMN1R70
7	10744543	10754364	0.0	VMN1R71
7	11664479	11680147	0.0	VMN1R72
7	11730266	11762081	0.0	VMN1R73
7	11833980	11853276	0.0	VMN1R74
7	11874630	11884307	0.0	VMN1R75
7	11923523	11938213	0.0	VMN1R76
7	12036752	12049295	0.0	VMN1R77
7	12150257	12159959	0.0	VMN1R78
7	12171279	12181533	0.0	VMN1R79
6	57032284	57037391	0.0	VMN1R8
7	12189286	12203313	0.0	VMN1R80
7	12247241	12268269	0.0	VMN1R81
7	12300430	12308582	0.0	VMN1R82
7	12319707	12329481	0.0	VMN1R83
7	12360313	12369273	0.0	VMN1R84
7	13083313	13095173	0.0	VMN1R85
7	13097531	13119917	0.0	VMN1R86
7	13130904	13140157	0.0	VMN1R87
7	13159568	13185864	0.0	VMN1R88
7	13213020	13220657	0.0	VMN1R89
6	57066787	57074906	0.0	VMN1R9
7	14555474	14563506	0.0	VMN1R90
7	20099680	20103101	0.0	VMN1R91
7	20138123	20139088	0.0	VMN1R93
7	20167460	20168377	0.0	VMN1R94
3	64632574	64662261	0.0	VMN2R-PS11
17	22992706	23008970	0.0	VMN2R-PS129
4	156331103	156339499	0.0	VMN2R-PS159
7	41667979	41727193	0.0	VMN2R-PS54
7	42429828	42430724	0.0	VMN2R-PS60
3	64081547	64109484	0.022597	VMN2R1
5	108990063	109006527	0.0122135	VMN2R10
17	19504732	19535231	0.0	VMN2R100
17	19577227	19612317	0.0	VMN2R101
17	19660328	19709533	0.0	VMN2R102
17	19773363	19812536	0.0	VMN2R103
17	20028418	20048336	0.0	VMN2R104
17	20202321	20235052	0.0	VMN2R105
17	20266767	20285553	0.0	VMN2R106
17	20345242	20383113	0.0	VMN2R107
17	20456327	20481331	0.0	VMN2R108
17	20539969	20564756	0.0	VMN2R109
5	109043360	109059569	0.0	VMN2R11
17	20567760	20596423	0.0	VMN2R110
17	22544504	22573482	0.0	VMN2R111
17	22600951	22620842	0.0	VMN2R112
17	22942984	22965658	0.0	VMN2R113
17	23285392	23312537	0.0	VMN2R114
17	23343741	23362538	0.0	VMN2R115
17	23384604	23404422	0.0	VMN2R116
17	23455173	23479699	0.0	VMN2R117
17	55590370	55625192	0.0	VMN2R118
5	109083824	109097950	0.0	VMN2R12
17	57506453	57545505	0.0	VMN2R120
X	124124961	124135952	0.0	VMN2R121
17	18049424	18079732	0.0	VMN2R124
5	109152940	109192199	0.0	VMN2R13
5	109211534	109224708	0.0	VMN2R14
5	109285670	109297644	0.0	VMN2R15
5	109330162	109370247	0.0	VMN2R16
5	109419688	109458459	0.0	VMN2R17
5	151561190	151606021	0.0	VMN2R18
6	123308333	123336537	0.0	VMN2R19
3	64115278	64141928	0.0	VMN2R2
6	123373513	123418116	0.0	VMN2R20
6	123492508	123533406	0.0	VMN2R21
6	123609758	123650725	0.0	VMN2R22
6	123702670	123747657	0.0	VMN2R23
6	123778879	123824912	0.0	VMN2R24
6	123821646	123853463	0.0	VMN2R25
6	124024568	124065806	0.0	VMN2R26
6	124189756	124231856	0.0	VMN2R27
7	5477255	5493956	0.0	VMN2R28
7	7231327	7247328	0.180926	VMN2R29
3	64257215	64289709	0.0	VMN2R3
7	7310437	7337609	0.0	VMN2R30
7	7378251	7399703	0.0	VMN2R31
7	7462096	7480018	0.0	VMN2R32
7	7550967	7566786	0.0	VMN2R33
7	7670804	7689513	0.0	VMN2R34
7	7786151	7819867	0.0	VMN2R35
7	7875954	7902495	0.0	VMN2R36
7	9205546	9223653	0.0	VMN2R37
7	9073775	9097881	0.0	VMN2R38
7	9013806	9030798	0.0	VMN2R39
3	64383044	64415368	0.0	VMN2R4
7	8906772	8931435	0.0	VMN2R40
7	8136950	8161654	0.0	VMN2R41
7	8182372	8200320	0.0	VMN2R42
7	8244348	8260599	0.0	VMN2R43
7	8366164	8383333	0.0	VMN2R44
7	8469563	8489075	0.0	VMN2R45
7	9747811	9770571	0.0	VMN2R46
7	9816782	9841325	0.0	VMN2R47
7	9927624	9953585	0.0	VMN2R48
7	9976245	9992257	0.0	VMN2R49
3	64488609	64509842	0.0	VMN2R5
7	10035836	10053296	0.0	VMN2R50
7	10087198	10105741	0.0	VMN2R51
7	10153206	10176573	0.0	VMN2R52
7	12562851	12608788	0.0	VMN2R53
7	12613839	12640319	0.0	VMN2R54
7	12651706	12685003	0.0133077	VMN2R55
7	12688721	12735004	0.0	VMN2R56
7	41395945	41448696	0.059873800000000005	VMN2R57
7	41835814	41872712	0.0	VMN2R58
7	42011284	42059023	0.0	VMN2R59
3	64531310	64565830	0.0	VMN2R6
7	42107770	42196208	0.0	VMN2R60
7	42260053	42300755	0.0	VMN2R61
7	42764055	42793525	0.0	VMN2R62
7	42896711	42933822	0.0	VMN2R63
7	84935565	84964115	0.0	VMN2R65
7	84985366	85012268	0.0	VMN2R66
7	85126967	85155998	0.0	VMN2R67
7	85221138	85237783	0.0	VMN2R68
7	85393826	85415920	0.0	VMN2R69
3	64685044	64844765	0.0	VMN2R7
7	85548407	85569192	0.0	VMN2R70
7	85563087	85624680	0.0	VMN2R71
7	85735940	85755097	0.0	VMN2R72
7	85850673	85876266	0.0	VMN2R73
7	85944614	85961629	0.0	VMN2R74
7	86145286	86171778	0.0	VMN2R75
7	86202024	86246308	0.0	VMN2R76
7	86795027	86815140	0.0	VMN2R77
7	86915094	86955312	0.0	VMN2R78
7	86996115	87044941	0.0	VMN2R79
5	108791843	108808850	0.0	VMN2R8
10	79148769	79195012	0.0	VMN2R80
10	79247692	79294535	0.0	VMN2R81
10	79356520	79397849	0.0	VMN2R82
10	79468731	79493585	0.0	VMN2R83
10	130377925	130394332	1.43761	VMN2R84
10	130414064	130429703	0.024336	VMN2R85
10	130441562	130456050	0.0	VMN2R86
10	130471052	130497396	0.0	VMN2R87
14	51410820	51420721	0.0	VMN2R88
14	51451857	51464172	0.0	VMN2R89
5	108835273	108852601	0.012198299999999999	VMN2R9
17	17703747	17735156	0.0	VMN2R90
17	18085016	18136768	0.0	VMN2R91
17	18151887	18188886	0.0	VMN2R92
17	18298099	18331914	0.0	VMN2R93
17	18241122	18277756	0.0	VMN2R94
17	18424078	18460905	0.0	VMN2R95
17	18573151	18616003	0.079955	VMN2R96
17	18914300	18958087	0.0	VMN2R97
17	19053460	19082411	0.0	VMN2R98
17	19361949	19401098	0.0	VMN2R99
11	70513516	70514616	0.0	VMO1
11	86583865	86683836	36.637	VMP1
10	23894688	23905343	0.0	VNN1
10	23851462	23869843	0.0	VNN3
6	57727807	57825159	215.27	VOPP1
16	16868403	16870843	0.186155	VPREB1
16	17980428	17981273	0.0	VPREB2
10	75943057	75949657	0.0	VPREB3
9	44347749	44361670	16.0769	VPS11
19	16615366	16780933	20.305	VPS13A
15	35371160	35931229	19.1988	VPS13B
9	67840396	67995638	4.5275	VPS13C
4	144972622	145195005	10.0771	VPS13D
2	130424339	130444269	21.2287	VPS16
2	119288740	119298453	16.3863	VPS18
11	101253707	101259549	42.496	VPS25
10	62455235	62486805	78.1826	VPS26A
9	27007771	27030065	12.4457	VPS26B
15	76622087	76626086	150.751	VPS28
5	122354369	122364984	68.3934	VPS29
5	123528659	123573038	17.1279	VPS33A
7	80269649	80291754	10.6418	VPS33B
8	85260392	85299802	69.6993	VPS35
8	22192809	22220843	16.5485	VPS36
8	40511783	40550757	5.55403	VPS37A
5	124004641	124032270	23.3944	VPS37B
19	10688735	10714627	10.8401	VPS37C
5	135072900	135078266	0.10451300000000001	VPS37D
2	120316461	120353137	42.989	VPS39
13	18717286	18866811	39.5078	VPS41
3	95999832	96058466	11.1616	VPS45
8	107031222	107045755	25.4363	VPS4A
1	106764071	106796728	54.8246	VPS4B
19	6067842	6077231	10.4909	VPS51
17	33955812	33967035	25.4514	VPS52
11	76046226	76179647	17.7447	VPS53
11	21239281	21321136	18.3105	VPS54
3	95111022	95123051	31.7184	VPS72
16	21423118	21644680	10.6711	VPS8
8	123242356	123254348	4.79595	VPS9D1
12	106010228	106077426	15.5754	VRK1
11	26471322	26593999	14.2443	VRK2
7	44748413	44777515	14.2684	VRK3
12	84641019	84651455	0.0	VRTN
X	140907608	140939472	0.0	VSIG1
5	117319083	117355005	2.11678	VSIG10
7	43463151	43472019	0.542485	VSIG10L
9	37539255	37544205	0.0	VSIG2
X	96247203	96293438	0.045387000000000004	VSIG4
1	172555938	172563717	0.0	VSIG8
12	11325242	11436613	0.0163391	VSNL1
11	16257724	16427310	0.0	VSTM2A
7	40898328	40930594	0.0668933	VSTM2B
2	157914653	157944719	0.0	VSTM2L
14	32856756	32939491	0.0564058	VSTM4
9	15239045	15259416	0.254085	VSTM5
2	150680702	150689360	0.0	VSX1
12	84569762	84595457	0.0193232	VSX2
10	14654755	14705560	22.3859	VTA1
3	100825459	100896922	0.023660499999999998	VTCN1
19	55316295	55627309	18.8208	VTI1A
12	79156017	79172667	59.5669	VTI1B
11	78499091	78502324	0.0	VTN
4	155768149	155774698	0.489512	VWA1
19	56874249	56912078	0.0	VWA2
7	120739318	120805742	0.0	VWA3A
9	38718268	38743337	508.67800000000005	VWA5A
4	138565360	138635884	0.0	VWA5B1
16	20589471	20605377	0.00669771	VWA5B2
17	35016579	35026741	0.513983	VWA7
14	78849052	79202310	5.55296	VWA8
11	11114223	11268931	0.00854439	VWC2
1	70725715	70885397	0.006508	VWC2L
19	10634213	10666213	0.0172795	VWCE
6	13156299	13224965	0.0	VWDE
6	125546774	125686679	11.5636	VWF
18	7868832	7929028	43.3465	WAC
11	6635482	6638637	0.0	WAP
12	108860030	108894174	20.3237	WARS
3	99141068	99239186	1.99892	WARS2
X	8081453	8090498	82.8533	WAS
10	40883475	40938570	0.0	WASF1
4	133130505	133199756	11.4305	WASF2
5	146384985	146473615	0.0	WASF3
6	24613805	24665009	4.51452	WASL
6	83119044	83121559	46.0393	WBP1
6	136813654	136828233	13.0332	WBP11
19	46599084	46657389	22.6819	WBP1L
11	116078573	116086995	47.93600000000001	WBP2
15	82298954	82314623	0.0	WBP2NL
14	79459937	79481520	10.43	WBP4
5	134987433	135001350	0.0	WBSCR25
1	79702262	79776143	5.35569	WDFY1
14	62837678	62961509	14.6973	WDFY2
5	101832956	102069921	9.63327	WDFY3
14	32959547	33185508	18.3974	WDFY4
14	47240944	47276857	6.889939999999999	WDHD1
11	21572235	21898989	5.83867	WDPCP
5	38526813	38563221	151.222	WDR1
7	129591863	129635738	10.8404	WDR11
1	60069785	60098645	7.7329	WDR12
X	8123301	8132892	27.2912	WDR13
8	54629055	54887184	0.0146915	WDR17
10	79960152	79970203	11.8976	WDR18
5	65199696	65260415	3.85972	WDR19
12	110737944	110804238	12.3622	WDR20
12	65225517	65233359	0.0	WDR20RT
17	25823627	25828730	11.1366	WDR24
12	108893631	109028452	1.90156	WDR25
1	181173228	181212001	30.1074	WDR26
17	14818519	14943158	0.0	WDR27
3	100138180	100162407	14.5441	WDR3
4	62448653	62470896	0.0635454	WDR31
18	31804090	31907397	22.7237	WDR33
2	30031546	30048881	3.8000199999999995	WDR34
12	8973892	9028847	1.0098	WDR35
18	32837225	32867594	18.37	WDR36
13	8802968	8871909	7.23588	WDR37
2	38997476	39006168	0.192409	WDR38
17	31494322	31519980	3.03185	WDR4
13	94976344	95023314	9.40555	WDR41
17	71615895	71659031	22.2304	WDR43
X	23693051	23806025	6.2577	WDR44
X	7714333	7728206	20.1741	WDR45
11	121327224	121354445	16.4366	WDR45B
17	33940660	33949697	10.8185	WDR46
3	108591279	108645719	3.32451	WDR47
9	119894878	119926587	19.6171	WDR48
2	27515157	27536535	28.963	WDR5
16	32247227	32257083	14.9975	WDR53
6	83149361	83156397	0.364062	WDR54
18	36760220	36763810	14.619000000000002	WDR55
8	111448797	111522092	2.86809	WDR59
16	36041190	36043928	17.9958	WDR5B
9	108572311	108578739	34.0263	WDR6
12	116206262	116263022	6.5719199999999995	WDR60
9	54714735	54734519	27.9892	WDR61
7	30240138	30280419	1.84448	WDR62
3	146040526	146108130	0.0	WDR63
1	175698593	175815734	0.0	WDR64
18	63708685	63989776	10.748	WDR7
15	7873055	8099209	8.6844	WDR70
9	74110356	74283308	0.0	WDR72
7	80890723	80901269	11.9763	WDR73
19	8735827	8740624	12.888	WDR74
1	45795166	45823619	10.5715	WDR75
2	121506723	121544860	6.88779	WDR76
3	105959369	105970037	11.0427	WDR77
4	103038065	103114555	0.9811290000000001	WDR78
11	75440944	75454717	9.670010000000001	WDR81
9	106170928	106191139	29.6279	WDR82
8	85075035	85081306	12.864	WDR83
8	85080740	85082339	51.7728	WDR83OS
5	24711738	24730727	1.016	WDR86
12	75630596	75669537	1.80905	WDR89
17	25844771	25861501	3.13827	WDR90
6	34880426	34910876	14.7344	WDR91
11	17182107	17233796	18.2171	WDR92
7	79743163	79785950	0.0957985	WDR93
5	149528679	149611894	0.0250725	WDR95
2	59852364	59882591	6.161569999999999	WDSUB1
4	133292459	133353481	15.2764	WDTC1
15	58141377	58158665	9.70461	WDYHV1
7	110122046	110143286	7.945939999999999	WEE1
6	40439088	40466813	0.0962507	WEE2
8	119666365	119688222	0.0	WFDC1
2	164656046	164657368	0.0	WFDC10
2	164662894	164674087	0.0	WFDC11
2	164189231	164190608	0.14981	WFDC12
2	164685107	164687706	0.0	WFDC13
2	164198863	164200130	0.0	WFDC15A
2	164214454	164221660	0.0	WFDC15B
2	164634707	164638796	0.0	WFDC16
11	83703991	83706268	1.23668	WFDC17
11	83709015	83711348	0.07209360000000001	WFDC18
2	164562413	164568510	0.051420900000000005	WFDC2
2	164731180	164745931	0.043000300000000005	WFDC3
2	164176327	164182742	0.026883099999999997	WFDC5
2	164579519	164585447	0.0	WFDC6A
2	164613522	164618212	0.0	WFDC6B
2	164596458	164613626	0.0	WFDC8
2	164649631	164656583	0.0	WFDC9
17	25877628	25880858	0.39213400000000004	WFIKKN1
11	94235956	94246005	0.12645499999999998	WFIKKN2
5	36966104	36989205	1.32121	WFS1
7	81571266	81596836	8.36272	WHAMM
4	63414910	63495991	0.126477	WHRN
10	121033960	121100650	0.0	WIF1
2	73429610	73529734	25.1162	WIPF1
11	98863638	98905040	2.33208	WIPF2
6	54429603	54503768	0.0	WIPF3
11	109573331	109611967	6.43845	WIPI1
5	142627698	142670588	16.2124	WIPI2
17	32354055	32389439	1.6312799999999998	WIZ
3	159839672	159938664	29.9667	WLS
6	119923969	120038672	19.5098	WNK1
13	49036303	49148014	0.0	WNK2
X	151198078	151320152	0.011618600000000001	WNK3
11	101260567	101277409	0.15393900000000002	WNK4
15	98789857	98793837	0.0	WNT1
1	74791516	74804179	0.0	WNT10A
15	98770712	98778150	0.0	WNT10B
7	98835112	98855195	0.0	WNT11
6	22288227	22298522	0.0576677	WNT16
6	17988940	18030585	0.0	WNT2
3	104945272	104961921	0.273818	WNT2B
11	103774150	103817957	0.009872399999999998	WNT3
11	59248033	59290752	0.0	WNT3A
4	137277489	137299726	0.21536799999999998	WNT4
14	28504750	28527448	0.0	WNT5A
6	119432531	119544347	0.0	WNT5B
1	74771892	74785322	0.0	WNT6
6	91363981	91411363	0.0	WNT7A
15	85535437	85582473	0.0	WNT7B
18	34542313	34548273	0.0	WNT8A
19	44493472	44514273	0.0272313	WNT8B
11	59306928	59333552	1.06289	WNT9A
11	103727364	103749821	0.0	WNT9B
11	69561758	69580255	8.88995	WRAP53
16	96145407	96157852	3.5211900000000003	WRB
8	33234384	33385527	14.6224	WRN
13	32802038	32822609	17.1109	WRNIP1
11	79239372	79254671	24.4677	WSB1
5	117357304	117378601	18.4201	WSB2
11	71749920	71789647	0.135634	WSCD1
5	113490333	113589725	0.0	WSCD2
2	105126529	105173616	0.0	WT1
2	105076538	105126510	0.0	WT1OS
17	12966796	12994169	55.8562	WTAP
7	34109543	34133268	0.209958	WTIP
11	35838400	35980527	0.0	WWC1
8	47823959	47990924	2.0805	WWC2
8	114439655	115352708	7.18915	WWOX
4	19608303	19708993	6.642530000000001	WWP1
8	107436365	107558595	27.8913	WWP2
